Index,Call Number,Title,Barcode,Notes,Image_barcode,Image_1,Image_2,Image_3,Year,Author,Interventions,Location-Building,Location-Shelf,Class,Subclass,Decade2,Language,Location,,
BMC-DA-0110,DA430 .B97 (vol. 1 pt. 2),Burnet's History of my own time;,31796001997705,,,,,,1897-1900.,"Burnet, Gilbert, 1643-1715.",No,Canaday Library,Stacks (Monographs),D,DA,1890s,English,enk,,
BMC-DA-0111,DA430 .B97 (vol. 1 pt. 1),Burnet's History of my own time;,31796001997762,,,,,,1897-1900.,"Burnet, Gilbert, 1643-1715.",No,Canaday Library,Stacks (Monographs),D,DA,1890s,English,enk,,
BMC-DC-0044,DC112.C6 B57 1894,"Gaspard de Coligny (marquis de Chatillon) admiral of France: colonel of French infantry; governor of Picardy, Île de France, Paris, and Havre.",31796100405584,,,,,,1894.,"Besant, Walter, 1836-1901.",No,Canaday Library,Stacks (Monographs),D,DC,1890s,English,enk,,
BMC-DD-0037,DD176 .J3 1908 (vol. 6),History of the German people at the close of the middle ages /,31796002103444,,,,,,1896-1928.,"Janssen, Johannes, 1829-1891.",No,Canaday Library,Stacks (Monographs),D,DD,1890s,English,enk,,
BMC-DD-0038,DD176 .J3 1908 (vol. 1),History of the German people at the close of the middle ages /,31796002103295,,,,,,1896-1928.,"Janssen, Johannes, 1829-1891.",No,Canaday Library,Stacks (Monographs),D,DD,1890s,English,enk,,
BMC-DD-0039,DD176 .J3 1908 (vol. 16),History of the German people at the close of the middle ages /,31796002103345,,,,,,1896-1928.,"Janssen, Johannes, 1829-1891.",No,Canaday Library,Stacks (Monographs),D,DD,1890s,English,enk,,
BMC-DD-0040,DD176 .J3 1908 (vol. 11),History of the German people at the close of the middle ages /,31796002103394,,,,,,1896-1928.,"Janssen, Johannes, 1829-1891.",No,Canaday Library,Stacks (Monographs),D,DD,1890s,English,enk,,
BMC-DD-0041,DD180.5 .S3 1891,The cloister life of the Emperor Charles V,31796103064834,,,,,,1891.,"Stirling Maxwell, William, 1818-1878.",No,Canaday Library,Stacks (Monographs),D,DD,1890s,English,enk,,
BMC-DF-0002,DF27 .P4 1898 (vol. v.4),Pausanias's Description of Greece /,31796001300918,,B_Images/BMC-DF-0002.Image_barcode.181422.jpg,,,,1898.,"Pausanias, active approximately 150-175.",No,Carpenter Library,Stacks,D,DF,1890s,English,enk,,
BMC-DG-0008,DG55.S5 F8 (vol. 4),The history of Sicily from the earliest times /,31796001681796,,,,,,1891-94.,"Freeman, Edward A. 1823-1892. (Edward Augustus),",No,Carpenter Library,Stacks,D,DG,1890s,English,enk,,
BMC-DG-0009,DG63 .M63 (vol. 2),Remains of ancient Rome /,31796003116155,,,,,,1892.,"Middleton, J. H. 1846-1896. (John Henry),",No,Carpenter Library,Stacks,D,DG,1890s,English,enk,,
BMC-DG-0011,DG69 .P8,"Handbook of ancient Roman marbles ; or, A history and description of all ancient columns and surface marbles still existing in Rome, with a list of the buildings in which they are found,",31796101692644,,,,,,1894.,"Pullen, H. W. 1836-1903. (Henry William),",No,Carpenter Library,Stacks,D,DG,1890s,English,enk,,
BMC-DS-0054,DS445 .L5,"The protected princes of India,",31796100750260,,,,,,1894.,"Lee-Warner, William, Sir, 1846-1914.",No,Canaday Library,Stacks (Monographs),D,DS,1890s,English,enk,,
BMC-DS-0061,DS470.H2 B7,Haidar Alí and Tipú Sultán: and the struggle with the Musalman powers of the South /,31796102448137,,,,,,1893.,"Bowring, Lewin Bentham, 1824-1910.",No,Canaday Library,Stacks (Monographs),D,DS,1890s,English,enk,,
BMC-DS-0063,DS474.1 .S4,The Marquess Cornwallis and the consolidation of British rule /,31796103057713,,,,,,1898.,"Seton-Karr, W. S. 1822-1910. (Walter Scott),",No,Canaday Library,Stacks (Monographs),D,DS,1890s,English,enk,,
BMC-DT-0034,DT433.27 .C64 1895,The land of the Nile springs : being chiefly an account of how we fought Kabarega /,31796004096372,,,,,,1895.,"Colvile, Henry Edward, 1852-",No,Canaday Library,Stacks (Monographs),D,DT,1890s,English,enk,,
BMC-PR-0031,PR1119 .E5 v.115,The Chester plays /,3.1796E+13,,,,,,1893-1916.,,No,Canaday Library,Stacks (Monographs),P,PR,1890s,English,enk,,
BMC-PR-0035,"PR1119 .E5 v.42,49,59",The romance of Guy of Warwick : The first or 14th-century version /,3.17961E+13,,,,,,"1883, 1887, 1891.",,No,Canaday Library,Stacks (Monographs),P,PR,1890s,English,enk,,
BMC-PR-0036,PR1119 .E5 v.61,Hoccleve's works ... /,3.1796E+13,,,,,,1892-1925.,"Hoccleve, Thomas, 1370?-1450?",No,Canaday Library,Stacks (Monographs),P,PR,1890s,English,enk,,
BMC-PR-0037,PR1119 .E5 v.71,The Towneley plays /,3.17961E+13,,,,,,1897,,No,Canaday Library,Stacks (Monographs),P,PR,1890s,English,enk,,
BMC-PR-0058,PR1263 .L3 1893 (vol. 2),Specimens of English dramatic poets who lived about the time of Shakespeare : including extracts from the Garrick plays.,3.1796E+13,,,,,,1893,"Lamb, Charles, 1775-1834.",No,Canaday Library,Stacks (Monographs),P,PR,1890s,English,enk,,
BMC-PR-0070,PR1851 .S5 1894b Suppl (vol. 3),The complete works of Geoffrey Chaucer /,3.1796E+13,,,,,,1894-1900.,"Chaucer, Geoffrey, -1400.",No,Canaday Library,Stacks (Monographs),P,PR,1890s,English,enk,,
BMC-PR-0085,PR2199 .S3 1892,The dialogue or communing between the wise King Salomon and Marcolphus /,3.17961E+13,,,,,,1892,,No,Canaday Library,Stacks (Monographs),P,PR,1890s,English,enk,,
BMC-PR-0094,PR2258 .E5 1895,An introduction to Michael Drayton.,3.1796E+13,,,,,,1895,"Elton, Oliver, 1861-1945.",No,Canaday Library,Stacks (Monographs),P,PR,1890s,English,enk,,
BMC-PR-0107,PR2521 .D8 1895 (vol. 2),The works of John Ford /,3.1796E+13,,,,,,1895,"Ford, John, 1586-approximately 1640.",No,Canaday Library,Stacks (Monographs),P,PR,1890s,English,enk,,
BMC-PR-0113,PR2624.A2 M8,Masques and entertainments /,3.17961E+13,,,,,,1890,"Jonson, Ben, 1573?-1637.",No,Canaday Library,Stacks (Monographs),P,PR,1890s,English,enk,,
BMC-PR-0130,PR2753 .C8 1899 (vol. 1),Works: the Arden Shakespeare general /,3.1796E+13,,,,,,1899-,"Shakespeare, William, 1564-1616.",No,Canaday Library,Stacks (Monographs),P,PR,1890s,English,enk,,
BMC-PR-0131,PR2753 .C8 1899 (vol. 4),Works: the Arden Shakespeare general /,3.1796E+13,,,,,,1899-,"Shakespeare, William, 1564-1616.",No,Canaday Library,Stacks (Monographs),P,PR,1890s,English,enk,,
BMC-PR-0158,PR2894 .H16 1892,Essays & notes on Shakespeare.,3.17961E+13,,,,,,1892,"Hales, John W. 1836-1914. (John Wesley),",No,Canaday Library,Stacks (Monographs),P,PR,1890s,English,enk,,
BMC-PR-0189,PR3435 .A1 1892 (vol. 2),The dramatic works of George Farquhar .,3.1796E+13,,,,,,1892,"Farquhar, George, 1677?-1707.",No,Canaday Library,Stacks (Monographs),P,PR,1890s,English,enk,,
BMC-PR-0198,PR3503 .T6,Gray and his friends : letters and relics in great part hitherto unpublished.,3.17961E+13,,,,,,1890,"Tovey, Duncan Crookes ed.",No,Canaday Library,Stacks (Monographs),P,PR,1890s,English,enk,,
BMC-PR-0201,PR3508 .L5,The Life of George Herbert of Bemerton: Published under the direction of the Tract Committee.,3.17961E+13,,,,,,1893,,No,Canaday Library,Stacks (Monographs),P,PR,1890s,English,enk,,
BMC-PR-0202,PR3510.A5 S2 (vol. 1),Poetical works of Robert Herrick /,3.1796E+13,,,,,,1893,"Herrick, Robert, 1591-1674.",No,Canaday Library,Stacks (Monographs),P,PR,1890s,English,enk,,
BMC-PR-0223,PR3721 S4 1897 (vol. 4),"The prose works of Jonathan Swift, D. D. /",3.1796E+13,,,,,,1897-1908.,"Swift, Jonathan, 1667-1745.",No,Canaday Library,Stacks (Monographs),P,PR,1890s,English,enk,,
BMC-PR-0224,PR3721 S4 1897 (vol. 2),"The prose works of Jonathan Swift, D. D. /",3.1796E+13,,,,,,1897-1908.,"Swift, Jonathan, 1667-1745.",No,Canaday Library,Stacks (Monographs),P,PR,1890s,English,enk,,
BMC-PR-0228,PR3737 .A1 1893 (vol. 2),Sir John Vanbrugh /,3.1796E+13,,,,,,1893,"Vanbrugh, John, Sir, 1664-1726.",No,Canaday Library,Stacks (Monographs),P,PR,1890s,English,enk,,
BMC-PS-0001,PS595.R4 H6,The treasury of American sacred song: with notes explanatory and biographical /,3.17961E+13,,,,,,1896,"Horder, W. Garrett 1841-1922 d. (William Garrett),",No,Canaday Library,Stacks (Monographs),P,PS,1890s,English,enk,,
BMC-PS-0045,PS1981 .M6 1896b (vol. 2),"Life and letters of Oliver Wendell Holmes,",3.1796E+13,,,,,,1896,"Morse, John Torrey, 1840-1937.",No,Canaday Library,Stacks (Monographs),P,PS,1890s,English,enk,,
BMC-PS-0080,PS2950 .E96 (vol. 7),"The writings of Harriet Beecher Stowe : with biographical introductions, portraits, and other illustrations. In sixteen volumes.",3.1796E+13,,,,,,1896-97],"Stowe, Harriet Beecher, 1811-1896.",No,Canaday Library,Stacks (Monographs),P,PS,1890s,English,enk,,
BMC-DA-0042,DA25 .B5 v.98,"Records of the Parliament holden at Westminster on the twenty-eighth day of February, in the thirty-third year of the reign of King Edward the First (A.D. 1305) /",31796102666126,,,,,,1893.,Great Britain. Parliament (1305),No,Canaday Library,Stacks (Monographs),D,DA,1890s,Latin,enk,,
BMC-BR-0066,BR125 .T6 I7514,Ma confession /,3.17961E+13,,,,,,1891,"Tosto_, Lev Nikolaevich, graf.",No,Canaday Library,Stacks (Monographs),B,BR,1890s,French,fr ,,
BMC-DC-0063,DC131.A2 B6 v.19,"Mémoires, souvenirs et anecdotes,",31796005237454,,B_Images/BMC-DC-0063.Image_barcode.182842.jpg,B_Images/BMC-DC-0063.Image_1.182822.jpg,,,1890.,"Ségur, Louis-Philippe de, 1753-1830.",No,Canaday Library,Stacks (Monographs),D,DC,1890s,French,fr ,,
BMC-DC-0071,DC146.L2 C5,"Le général La Fayette, 1757-1834. Notice biographique,",31796102456908,,,,,,1898.,"Charavay, Étienne, 1848-1899.",No,Canaday Library,Stacks (Monographs),D,DC,1890s,French,fr ,,
BMC-DC-0073,DC148 .F69,Les hommes du 14 Juillet : gardes-françaises et vainqueurs de la Bastille.,31796102573355,,,,,,1890.,"Fournel, Victor, 1829-1894.",No,Canaday Library,Stacks (Monographs),D,DC,1890s,French,fr ,,
BMC-DG-0022,DG124 .B45,Le culte impérial : son histoire & son organisation depuis Auguste jusqu'a Justinien.,31796102386204,Looks like it was read outside – fly on page 296,,,,,1891.,"Beurlier, E., abbé",No,Carpenter Library,Stacks,D,DG,1890s,French,fr ,,
BMC-DP-0019,DP194.3 .B34 (vol. 3),Philippe v et la cour de France d'après des documents inédits tirés des archives espagnoles de Simancas et d'Alcala de Hénarès et des Archives du Ministère des affaires étrangèrs à Pairs,31796001970900,,,,,,1890-[1901],"Baudrillart, Alfred, 1859-1942.",No,Canaday Library,Stacks (Monographs),D,DP,1890s,French,fr ,,
BMC-DS-0034,DS117 .R38 1893 (vol. 4),"Histoire du peuple d'Israël,",31796001403100,,,,,,1893-95.,"Renan, Ernest, 1823-1892.",No,Canaday Library,Stacks (Monographs),D,DS,1890s,French,fr ,,
BMC-BR-0023,BR60 .M35 v.171,"Venerabilis Hildeberti primo Cenomanensis episcopi deinde Turonensis archiepiscopi opera omnia tam edita quam inedita ; accesserunt Marbodi Redonensis episcopi, ipsius Hildeberti supparis opuscula ... de novo edita cum notis et quam plurimis additis genuinis operibus, e cod. mss. Erutis /",3.1796E+13,,,,,,1893,"Hildebert, Archbishop of Tours, 1056?-1133.",No,Carpenter Library,Stacks,B,BR,1890s,Latin,fr ,,
BMC-DG-0039,DG279 .G2 (vol. 1 pt. 2),Augustus und sein zeit /,31796002007678,,,,,,1891-1904.,"Gardthausen, Viktor Emil, 1843-1925.",No,Carpenter Library,Stacks,D,DG,1890s,German,ge ,,
BMC-BR-0109,BR1705 .G75 v.35,Werke.,3.1796E+13,,,,,,1899-1941.,Origen.,No,Canaday Library,Stacks (Monographs),B,BR,1890s,German,gw ,,
BMC-BR-0110,BR1705 .G75 v.36,Werke.,3.1796E+13,,,,,,1897-1916.,"Hippolytus, Antipope, approximately 170-235 or 236.",No,Canaday Library,Stacks (Monographs),B,BR,1890s,German,gw ,,
BMC-BV-0032,BV4626 .Z6,"Das lehrstück von den sieben hauptsüden : beitrag zur dogmen- & zur sittengeschichte, insbesondere der vorreformatorischen zeit; nebst einer textbeilage, Der kampf der laster & der tugenden nach Matthias Farinator & seinem mhd. excerptoren.",3.17961E+13,,,,,,1893,"Zöckler, Otto.",No,Canaday Library,Stacks (Monographs),B,BV,1890s,German,gw ,,
BMC-D-0029,D20 .O58 v.4 pt.6 (vol. no. 1),Das zeitalter des kaisers Wilhelm /,3.1796E+13,,,,,,1890-92.,"Oncken, Wilhelm, 1838-1905.",No,Canaday Library,Stacks (Monographs),D,D,1890s,German,gw ,,
BMC-DD-0035,DD86.7.K73 S3 1898,Zur Geschichtschreibung des Alb. Krantz /,31796102208077,,,,,,1898.,"Schäfer, Ernst, 1872-1946.",No,Canaday Library,Stacks (Monographs),D,DD,1890s,German,gw ,,
BMC-DE-0006,DE8 .B74,Die persönlichkeit in der geschichtsschreibung der alten untersuchungen zur technik der antiken historiographie.,31796100459748,,,,,,1898.,"Bruns, Ivo, 1853-1901.",No,Carpenter Library,Stacks,D,DE,1890s,German,gw ,,
BMC-DG-0023,DG203.5 .P9 (vol. 2),Prosopographia imperii romani saec I. II. III /,31796001306212,,,B_Images/BMC-DG-0023.Image_1.163532.jpg,,,1897-98.,,No,Carpenter Library,Stacks,D,DG,1890s,Latin,gw ,,
BMC-D-0067,D374 .L33 1897,"Russia and Turkey in the nineteenth century,",3.1796E+13,,,,,,1897,"Latimer, Elizabeth Wormeley, 1822-1904.",No,Canaday Library,Stacks (Monographs),D,D,1890s,English,ilu,,
BMC-PS-0067,PS2544.P8 E4,"Eleusis, a poem.",3.1796E+13,,,,,,1890,"Perkins, William Rufus, 1847-1895.",No,Canaday Library,Stacks (Monographs),P,PS,1890s,English,ilu,,
BMC-DG-0031,DG223 .F62,"Etruria and the Etruscans who they were, and what we know about them /",31796100495114,,,,,,1899.,"Forbes, S. Russell.",No,Carpenter Library,"Stacks (checks out only to faculty, staff, and Carpenter carrels)",D,DG,1890s,English,it ,,
BMC-PS-0003,PS712 .C25,"An account of Anne Bradstreet, the Puritan poetess: and kindred topics /",3.17961E+13,,,,,,1898,"Caldwell, Luther, 1822-1903 ed.",No,Canaday Library,Stacks (Monographs),P,PS,1890s,NA,mau,,
BMC-BR-0064,BR121 .A25 1892,The evolution of Christianity /,3.17961E+13,,,,,,1892,"Abbott, Lyman, 1835-1922.",No,Canaday Library,Stacks (Monographs),B,BR,1890s,English,mau,,
BMC-D-0089,D919 .S65 1898,"Well-worn roads of Spain, Holland, and Italy; traveled by a painter in search of the picturesque.",3.17961E+13,,,,,,1898,"Smith, Francis Hopkinson, 1838-1915.",No,Canaday Library,Stacks (Monographs),D,D,1890s,English,mau,,
BMC-DS-0045,DS165 .G13,Illustrated Armenia and the Armenians.,31796102607617,,,,,,1898.,"Gaidzakian, Ohan, 1837-1914.",No,Canaday Library,Stacks (Monographs),D,DS,1890s,English,mau,,
BMC-DS-0110,DS809 .H44,Kokoro : hints and echoes of Japanese inner life /,31796102666753,,,,,,1896.,"Hearn, Lafcadio, 1850-1904.",No,Canaday Library,Stacks (Monographs),D,DS,1890s,English,mau,,
BMC-E-0078,E332 .P28 1894,Life of Thomas Jefferson: third President of the United States /,31796102923964,,,,,,1894,"Parton, James, 1822-1891.",No,Canaday Library,Stacks (Monographs),E,E,1890s,English,mau,,
BMC-E-0085,E340.W4 H25,Daniel Webster /,3.1796E+13,,,,,,1899,"Hapgood, Norman, 1868-1937.",No,Canaday Library,Stacks (Monographs),E,E,1890s,English,mau,,
BMC-PR-0114,PR2626 .T5 1892,Timber: or Discoveries made upon men & matter /,3.17961E+13,,B_Images/BMC-PR-0114.Image_barcode.175340.jpg,B_Images/BMC-PR-0114.Image_1.175330.jpg,,,1892,"Jonson, Ben, 1573?-1637.",No,Canaday Library,Stacks (Monographs),P,PR,1890s,English,mau,,
BMC-PS-0024,PS1600 .E93 1883 (vol. 6),Emerson's complete works.,3.1796E+13,,,,,,1891-92 [c1883],"Emerson, Ralph Waldo, 1803-1882.",No,Canaday Library,Stacks (Monographs),P,PS,1890s,English,mau,,
BMC-PS-0025,PS1616 .A1 1896,Lectures and biographical sketches /,3.17961E+13,,,,,,1896,"Emerson, Ralph Waldo, 1803-1882.",No,Canaday Library,Stacks (Monographs),P,PS,1890s,English,mau,,
BMC-PS-0040,PS1861 .A1 1899 (vol. 1),The house of the seven gables /,3.1796E+13,,,,,,1899,"Hawthorne, Nathaniel, 1804-1864.",No,Canaday Library,Stacks (Monographs),P,PS,1890s,English,mau,,
BMC-PS-0042,PS1955 .A1 1891 (vol. 1),Poetical works of Oliver Wendell Holmes in three volumes.,3.17961E+13,,,,,,"1891, [c'50]","Holmes, Oliver Wendell, 1809-1894.",No,Canaday Library,Stacks (Monographs),P,PS,1890s,English,mau,,
BMC-PS-0043,PS1955 .A1 1891 (vol. 3),Poetical works of Oliver Wendell Holmes in three volumes.,3.1796E+13,,,,,,"1891, [c'50]","Holmes, Oliver Wendell, 1809-1894.",No,Canaday Library,Stacks (Monographs),P,PS,1890s,English,mau,,
BMC-PS-0044,PS1960 .A1 1891,Elsie Venner : a romance of destiny /,3.17961E+13,,,,,,1891,"Holmes, Oliver Wendell, 1809-1894.",No,Canaday Library,Stacks (Monographs),P,PS,1890s,English,mau,,
BMC-PS-0055,PS2132 .N3,A native of Winby: and other tales /,3.17961E+13,,,,,,1893,"Jewett, Sarah Orne, 1849-1909.",No,Canaday Library,Stacks (Monographs),P,PS,1890s,English,mau,,
BMC-PS-0070,PS2696 .V3,"Varia,",3.17961E+13,,,,,,1897,"Repplier, Agnes, 1855-1950.",No,Canaday Library,Stacks (Monographs),P,PS,1890s,English,mau,,
BMC-PS-0071,PS2734.R35 L33 1897,The lady of the violets /,3.1796E+13,,,,,,1897,"Rollins, Frank W. 1860-1915. (Frank West),",No,Canaday Library,Stacks (Monographs),P,PS,1890s,English,mau,,
BMC-PS-0081,PS2956 .A3 1890,Life of Harriet Beecher Stowe : compiled from her letters and journals /,3.17961E+13,,,,,,1891,"Stowe, Charles Edward, 1850-",No,Canaday Library,Stacks (Monographs),P,PS,1890s,English,mau,,
BMC-PS-0084,PS3040 .E99 (vol. 8),The writings of Henry David Thoreau /,3.1796E+13,,,,,,1899-1900 [c1893],"Thoreau, Henry David, 1817-1862.",No,Canaday Library,Stacks (Monographs),P,PS,1890s,English,mau,,
BMC-DC-0051,DC122.9.M2 A2 1899,"Mémoirs of Marguerite de Valois, queen of Navarre /",31796102826563,,,,,,1899.,"Marguerite, Queen, consort of Henry IV, King of France, 1553-1615.",No,Canaday Library,Stacks (Monographs),D,DC,1890s,French,mau,,
BMC-BR-0034,BR60 .S4 1890 (vol. 12),A Select library of Nicene and post-Nicene fathers of the Christian church.,3.1796E+13,,,,,,1890-1900.,,No,Carpenter Library,Stacks,B,BR,1890s,English,nyu,,
BMC-BS-0008,BS491 .I6 v.14,A critical and exegetical commentary on the book of Proverbs /,3.17961E+13,,,B_Images/BMC-BS-0008.Image_1.192158.jpg,,,1899,"Toy, Crawford Howell, 1836-1919.",No,Canaday Library,Stacks (Monographs),B,BS,1890s,English,nyu,,
BMC-DA-0075,DA30 .T76 (vol. 5),"Social England : a record of the progress of the people in religion, laws, learning, arts, industry, commerce, science, literature and manners, from the earliest times to the present day /",31796001945803,,,,,,1894-97.,"Traill, H. D. 1842-1900 ed. (Henry Duff),",No,Canaday Library,Stacks (Monographs),D,DA,1890s,English,nyu,,
BMC-DC-0021,DC33.6 .B86,French traits : an essay in comparative criticism.,31796102415599,,,,,,"1890, [c88]","Brownell, W. C. 1851-1928. (William Crary),",No,Canaday Library,Stacks (Monographs),D,DC,1890s,English,nyu,,
BMC-DD-0045,DD218 .B98 (vol. 2),Bismarck; some secret pages of his history; being a diary kept by Dr. Moritz Busch during twenty-five years' official and private intercourse with the great chancellor .,31796001517545,,,,,,1898.,"Busch, Moritz, 1821-1899.",No,Canaday Library,Stacks (Monographs),D,DD,1890s,English,nyu,,
BMC-DK-0002,DK26 .S86,Across Russia : from the Baltic to the Danube /,31796103068280,Pencil note with name dated 1959,,,,,1891.,"Stoddard, Charles Augustus, 1833-1920.",No,Canaday Library,Stacks (Monographs),D,DK,1890s,English,nyu,,
BMC-DK-0006,DK131 .W17,Peter the Great /,31796001871306,,,,,,1897.,"Waliszewski, Kazimierz, 1849-1935.",No,Canaday Library,Stacks (Monographs),D,DK,1890s,English,nyu,,
BMC-DK-0008,DK214 .H22 1891,The war in the Crimea.,31796102679301,,,,,,1891.,"Hamley, Edward Bruce, Sir, 1824-1893.",No,Canaday Library,Stacks (Monographs),D,DK,1890s,English,nyu,,
BMC-DT-0002,DT31 .S21 1898b,Africa in the nineteenth century.,31796103019333,,,,,,1898.,"Sanderson, Edgar, d. 1907.",No,Canaday Library,Stacks (Monographs),D,DT,1890s,English,nyu,,
BMC-DT-0026,DT201 .L3 1894,The story of the Barbary corsairs /,31796003889660,,,,,,1894[c1890],"Lane-Poole, Stanley, 1854-1931.",No,Canaday Library,Stacks (Monographs),D,DT,1890s,English,nyu,,
BMC-DU-0004,DU560 .C5 1899b,The Caroline Islands: travel in the sea of the little lands /,31796101927370,,B_Images/BMC-DU-0004.Image_barcode.175626.jpg,B_Images/BMC-DU-0004.Image_1.174627.jpg,B_Images/BMC-DU-0004.Image_2.174635.jpg,,1899.,"Christian, Frederick William, 1867-",No,Canaday Library,Stacks (Monographs),D,DU,1890s,English,nyu,,
BMC-E-0048,E179 .S52 (vol. 1),"The United States of America; a study of the American commonwealth, its natural resources, people, industries, manufactures, commerce, and its work in literature, science, education, and self-government;",3.1796E+13,,,,,,1894,"Shaler, Nathaniel Southgate, 1841-1906 ed.",No,Canaday Library,Stacks (Monographs),E,E,1890s,English,nyu,,
BMC-E-0074,E312.19.W95 W5 1899,Martha Washington.,3.17961E+13,,,,,,1899,"Wharton, Anne Hollingsworth, 1845-1928.",No,Canaday Library,Stacks (Monographs),E,E,1890s,English,nyu,,
BMC-E-0095,E467.1.P7 P7 (vol. 2),"Leonidas Polk : bishop and general,",3.1796E+13,,,,,,1893,"Polk, William Mecklenburg, 1844-1918.",No,Canaday Library,Stacks (Monographs),E,E,1890s,English,nyu,,
BMC-E-0118,E801 .P36,"The Jacksonian epoch,",3.17961E+13,,,,,,1899,"Peck, Charles Henry.",No,Canaday Library,Stacks (Monographs),E,E,1890s,English,nyu,,
BMC-PR-0016,PR451 .S3 1898,A history of nineteenth century literature (1780-1895),3.17961E+13,,,,,,1898 [c1896],"Saintsbury, George, 1845-1933.",No,Canaday Library,Stacks (Monographs),P,PR,1890s,English,nyu,,
BMC-PR-0115,PR2659.L9 E5 1894,Endymion : The man in the moon ... /,3.17961E+13,,,,,,1894,"Lyly, John, 1554?-1606.",No,Canaday Library,Stacks (Monographs),P,PR,1890s,English,nyu,,
BMC-PS-0050,PS2057 .A1 1896 (vol. 2),"Bracebridge hall; or, The humourists.",3.1796E+13,,,,,,1896,"Irving, Washington, 1783-1859.",No,Canaday Library,Stacks (Monographs),P,PS,1890s,English,nyu,,
BMC-PS-0056,PS2176 .B3 1893,Balcony stories /,3.17961E+13,,,,,,1893,"King, Grace Elizabeth, 1852-1932.",No,Canaday Library,Stacks (Monographs),P,PS,1890s,English,nyu,,
BMC-PS-0057,PS2225 .D7,"Dreams and days, poems /",3.17961E+13,,,,,,1892,"Lathrop, George Parsons, 1851-1898.",No,Canaday Library,Stacks (Monographs),P,PS,1890s,English,nyu,,
BMC-PS-0077,PS2925 .A2 1899 (vol. 19),The novels and stories of Frank R. Stockton .,3.1796E+13,,,,,,1899-1904.,"Stockton, Frank R., 1834-1902.",No,Canaday Library,Stacks (Monographs),P,PS,1890s,English,nyu,,
BMC-PS-0078,PS2925 .A2 1899 (vol. 14),The novels and stories of Frank R. Stockton .,3.1796E+13,,,,,,1899-1904.,"Stockton, Frank R., 1834-1902.",No,Canaday Library,Stacks (Monographs),P,PS,1890s,English,nyu,,
BMC-PS-0079,PS2925 .A2 1899 (vol. 22),The novels and stories of Frank R. Stockton .,3.1796E+13,,,,,,1899-1904.,"Stockton, Frank R., 1834-1902.",No,Canaday Library,Stacks (Monographs),P,PS,1890s,English,nyu,,
BMC-PR-0149,PR2877 .L3 1893 (vol. 4),Tales from Shakspeare : Including those by Charles and Mary Lamb /,3.1796E+13,,,,,,1893,"Lamb, Charles, 1775-1834.",No,Canaday Library,Stacks (Monographs),P,PR,1890s,English,pau,,
BMC-PS-0017,PS1410 .A1 1893,"The pathfinder: or, The inland sea /",3.17961E+13,,,,,,1893,"Cooper, James Fenimore, 1789-1851.",No,Canaday Library,Stacks (Monographs),P,PS,1890s,English,pau,,
BMC-PS-0058,PS2273 .H9 1890,"Hyperion, a romance /",3.17961E+13,,,,,,1890,"Longfellow, Henry Wadsworth, 1807-1882.",No,Canaday Library,Stacks (Monographs),P,PS,1890s,English,pau,,
BMC-DA-0001,DA16 .S88 (vol. 2),The building of the British Empire; the story of England's growth from Elizabeth to Victoria.,31796000906160,,,,,,1898.,"Story, Alfred Thomas, 1842-1934.",No,Canaday Library,Stacks (Monographs),D,DA,1890s,English,vp ,,
BMC-DS-0096,DS709 .L29 1894 (vol. 2),"Chinese Central Asia; a ride to Little Tibet,",31796003794738,,,,,,1894.,"Lansdell, Henry, 1841-1919.",No,Canaday Library,Stacks (Monographs),D,DS,1890s,English,xx ,,
BMC-BR-0083,BR345 .S7 (vol. 2),Huldreich Zwingli. Sein Leben und Wirken,3.1796E+13,,,,,,1895-97.,"Staehelin, Rudolf, 1841-1900.",No,Canaday Library,Stacks (Monographs),B,BR,1890s,German,xx ,,
BMC-DD-0055,DD801.R73 B35,The Rhine from Rotterdam to Constance: handbook for travellers /,31796100211495,,B_Images/BMC-DD-0055.Image_barcode.210245.jpg,B_Images/BMC-DD-0055.Image_1.210223.jpg,B_Images/BMC-DD-0055.Image_2.210341.jpg,,1900.,"Karl Baedeker, firm, publishers, Leipzig.",Yes,Canaday Library,Stacks (Monographs),D,DD,1900s,NA,NA,,
BMC-PR-0148,PR2851.A2 B7,The Shakespeare apocrypha : being a collection of fourteen plays which have been ascribed to Shakespeare /,3.1796E+13,,B_Images/BMC-PR-0148.Image_barcode.184108.jpg,B_Images/BMC-PR-0148.Image_1.184801.jpg,B_Images/BMC-PR-0148.Image_2.184801.jpg,B_Images/BMC-PR-0148.Image_3.184801.jpg,1908. (cop. 2 [1929]),"Shakespeare, William, 1564-1616.",Yes,Canaday Library,Stacks (Monographs),P,PR,1900s,NA,NA,,
BMC-BS-0025,BS1235 .M5,The world before Abraham according to Genesis I-XI.,3.17961E+13,,B_Images/BMC-BS-0025.Image_barcode.153939.jpg,B_Images/BMC-BS-0025.Image_1.153901.jpg,,,1901,"Mitchell, Hinckley G. T. 1846-1920. (Hinckley Gilbert Thomas),",Yes,Canaday Library,Stacks (Monographs),B,BS,1900s,English,NA,,
BMC-DA-0097,DA240 .P29 (vol. 1),"The Paston letters, A. D. 1422-1509.",31796000790911,,B_Images/BMC-DA-0097.Image_barcode.154343.jpg,B_Images/BMC-DA-0097.Image_1.154311.jpg,B_Images/BMC-DA-0097.Image_2.154329.jpg,,1904.,,Yes,Canaday Library,Stacks (Monographs),D,DA,1900s,English,NA,,
