Index,Call Number,Title,Barcode,Notes,Image_barcode,Image_1,Image_2,Image_3,Year,Author,Interventions,Location-Building,Location-Shelf,Class,Subclass,Decade2,Language,Location,,
BMC-E-0063,E185.61 .H48,Nojoque : a question for a continent .,3.17961E+13,,B_Images/BMC-E-0063.Image_barcode.005158.jpg,B_Images/BMC-E-0063.Image_1.005208.jpg,B_Images/BMC-E-0063.Image_2.005223.jpg,,1867,"Helper, Hinton Rowan.",Yes,Canaday Library,Stacks (Monographs),E,E,1860s,NA,nyu,,
BMC-BS-0006,BS411 .H4 (vol. 1863),Denkschrift des Königlich Preußischen Evangelisch-Theologischen Seminars zu Herborn.,3.1796E+13,,,,,,1863-1905.,Königlich Preußisches Evangelisch-Theologisches Seminar (Herborn),No,Canaday Library,Stacks (Monographs),B,BS,1860s,NA,NA,,
BMC-D-0004,D2 .A7 (vol. 111 1869),The annual register.,3.1796E+13,,,,,,1864-1954.,,No,Canaday Library,"Stacks (Monographs, Non-Circ)",D,D,1860s,NA,NA,,
BMC-D-0005,D2 .A7 (vol. 119 1877),The annual register.,3.1796E+13,,,,,,1864-1954.,,No,Canaday Library,"Stacks (Monographs, Non-Circ)",D,D,1860s,NA,NA,,
BMC-D-0006,D2 .A7 (vol. 184 1942),The annual register.,3.1796E+13,,,,,,1864-1954.,,No,Canaday Library,"Stacks (Monographs, Non-Circ)",D,D,1860s,NA,NA,,
BMC-D-0008,D2 .A7 (vol. 166 1924),The annual register.,3.1796E+13,,,,,,1864-1954.,,No,Canaday Library,"Stacks (Monographs, Non-Circ)",D,D,1860s,NA,NA,,
BMC-D-0009,D2 .A7 (vol. 106 1864),The annual register.,3.1796E+13,,,,,,1864-1954.,,No,Canaday Library,"Stacks (Monographs, Non-Circ)",D,D,1860s,NA,NA,,
BMC-D-0011,D2 .A7 (vol. 179 1937),The annual register.,3.1796E+13,,,,,,1864-1954.,,No,Canaday Library,"Stacks (Monographs, Non-Circ)",D,D,1860s,NA,NA,,
BMC-D-0012,D2 .A7 (vol. 110 1868),The annual register.,3.1796E+13,,,,,,1864-1954.,,No,Canaday Library,"Stacks (Monographs, Non-Circ)",D,D,1860s,NA,NA,,
BMC-D-0051,D113 .F85 (vol. 8),Oeuvres de Froissart.,3.1796E+13,,,,,,1867-1877.,"Froissart, Jean, 1338?-1410?",No,Canaday Library,Stacks (Monographs),D,D,1860s,NA,NA,,
BMC-D-0052,D113 .F85 (vol. 10),Oeuvres de Froissart.,3.1796E+13,,,,,,1867-1877.,"Froissart, Jean, 1338?-1410?",No,Canaday Library,Stacks (Monographs),D,D,1860s,NA,NA,,
BMC-E-0094,E467.1.D26 C89,"Prison life of Jefferson Davis : embracing details and incidents in his captivity, particulars concerning his health and habits, together with many conversations on topics of great public interest /",3.17961E+13,,,,,,1866,"Craven, John Joseph, 1822-1893.",No,Canaday Library,Stacks (Monographs),E,E,1860s,NA,NA,,
BMC-PR-0086,PR2201.A2 G5 (vol. 1 pt. 1),The whole works of Roger Ascham /,3.1796E+13,,,,,,1864-1865.,"Ascham, Roger, 1515-1568.",No,Canaday Library,Stacks (Monographs),P,PR,1860s,English,NA,,
BMC-E-0109,E611 .G36 1868,"The capture, the prison pen, and the escape : giving a complete history of prison life in the South, principally at Richmond, Danville, Macon, Savannah, Charleston, Columbia, Belle Isle, Millian, Salisbury, and Andersonville  ... embracing, also, the adventure of the author's escape from Columbia, South Carolina, his recapture, subsequent escape, recapture, trail as a spy, and final escape from Sylvania, Georgia /",3.17961E+13,,,,,,1868,"Glazier, Willard W., 1841-1905.",No,Canaday Library,Stacks (Monographs),E,E,1860s,English,ctu,,
BMC-DA-0020,DA20 .S9 v.49,"Survey of the county of York, commonly called Kirkby's inquest : also inquisitions of knights' fees, the Nomina villarum for Yorkshire & an apx. of illustrative documents.",31796100645775,,,,,,1867.,"Kirkby, John, bp. of Ely, d. 1290.",No,Canaday Library,Stacks (Monographs),D,DA,1860s,NA,enk,,
BMC-DA-0113,DA440 .H7,Home-life of English ladies in the XVII. century /,31796102676984,,,,,,1860.,,No,Canaday Library,Stacks (Monographs),D,DA,1860s,NA,enk,,
BMC-PR-0101,PR2351 .C6 1862 (vol. 4),Works /,3.1796E+13,,,,,,1862,"Spenser, Edmund, 1552?-1599.",No,Canaday Library,Stacks (Monographs),P,PR,1860s,NA,enk,,
BMC-PR-0102,PR2351 .C6 1862 (vol. 2),Works /,3.1796E+13,,,,,,1862,"Spenser, Edmund, 1552?-1599.",No,Canaday Library,Stacks (Monographs),P,PR,1860s,NA,enk,,
BMC-BS-0035,BS1938 .M3 1869,A plea for the Received Greek Text : and for the Authorized Version of the New Testament in answer to some of the Dean of Canterbury's Criticism of both /,3.1796E+13,,,,,,1869,"Malan, Solomon Caesar, 1812-1894.",No,Canaday Library,Stacks (Monographs),B,BS,1860s,English,enk,,
BMC-DA-0028,DA25 .B5 v.26 (vol. pt. 1 no. 1),"Descriptive catalogue of materials relating to the history of Great Britain and Ireland, to the end of the reign of Henry VII.",31796004352585,,,,,,1862.,"Hardy, Thomas Duffus, Sir, 1804-1878.",No,Canaday Library,Stacks (Monographs),D,DA,1860s,English,enk,,
BMC-DA-0030,DA25 .B5 v.31 pt.1 (vol. no. 4),Year books of the reign of King Edward the first. Years XX-[XXXV] /,31796004352783,,,,,,1863-1879.,Great Britain. Public Record Office.,No,Canaday Library,Stacks (Monographs),D,DA,1860s,English,enk,,
BMC-DA-0032,DA25 .B5 v.41 (vol. pt. 4),Polychronicon Ranulphi Higden monachi Cestrensis; together with the English translations of John Trevisa and of an unknown writer of the fifteenth century /,31796004349607,,,,,,1865-86.,"Higden, Ranulf, -1364.",No,Canaday Library,Stacks (Monographs),D,DA,1860s,English,enk,,
BMC-DA-0034,DA25 .B5 v.48,"The War of the Gaedhil with The Gaill, or, The invasions of Ireland by the Danes and other Norsemen /",31796102492598,,,,,,1867.,,No,Canaday Library,Stacks (Monographs),D,DA,1860s,English,enk,,
BMC-DA-0070,DA28.2 S79 1861 (vol. 1),"Lives of the queens of England, from the Norman conquest /",31796002188940,,,,,,1861-1866.,"Strickland, Agnes, 1796-1874.",No,Canaday Library,Stacks (Monographs),D,DA,1860s,English,enk,,
BMC-DA-0099,DA304 .T48 (vol. 1),Celebrated friendships /,31796000790986,,,B_Images/BMC-DA-0099.Image_1.154611.jpg,,,1861.,"Thomson, A. T., Mrs., 1797-1862.",No,Canaday Library,Stacks (Monographs),D,DA,1860s,English,enk,,
BMC-DA-0123,DA501.B6 M2,"The life of Henry St. John, viscount Bolingbroke ... /",31796102812951,,,,,,1863.,"Macknight, Thomas, 1829-1899.",No,Canaday Library,Stacks (Monographs),D,DA,1860s,English,enk,,
BMC-DC-0054,DC124 .F84 (vol. 1),"The married life of Anne of Austria, queen of France, mother of Louis XIV., and Don Sebastian, king of Portugal. Historical studies.",31796001143425,,,,,,1864.,"Freer, Martha Walker, afterwards Mrs. John Robinson, 1822-1888.",No,Canaday Library,Stacks (Monographs),D,DC,1860s,English,enk,,
BMC-DE-0005,DE5 .S75 1869 (vol. 1),A dictionary of Greek and Roman biography and mythology /,31796002320360,,,,,,1869.,"Smith, William, Sir, 1813-1893 ed.",No,Carpenter Library,Stacks,D,DE,1860s,English,enk,,
BMC-DF-0011,DF214 .G88 1869 (vol. 1),A history of Greece ... /,31796001952833,,,,,,1869-70.,"Grote, George, 1794-1871.",No,Carpenter Library,Stacks,D,DF,1860s,English,enk,,
BMC-DF-0012,DF214 .G88 1869 (vol. 6),A history of Greece ... /,31796001952783,,,,,,1869-70.,"Grote, George, 1794-1871.",No,Carpenter Library,Stacks,D,DF,1860s,English,enk,,
BMC-DF-0013,DF214 .G88 1869 (vol. 11),A history of Greece ... /,31796001952734,,,,,,1869-70.,"Grote, George, 1794-1871.",No,Carpenter Library,Stacks,D,DF,1860s,English,enk,,
BMC-DK-0015,DK755 .A774,"Travels in the regions of the upper and lower Amoor, and the Russian acquisitions on the confines of India and China ...",31796004001604,,,,,,1860.,"Atkinson, Thomas Witlam, 1799-1861.",No,Canaday Library,Stacks (Monographs),D,DK,1860s,English,enk,,
BMC-DK-0018,DK851 .V19 1868b,"Sketches of Central Asia : additional chapters on my travels, adventures, and on the ethnology of Central Asia.",31796101110373,,,,,,1868.,"Vámbéry, Ármin, 1832-1913.",No,Canaday Library,Stacks (Monographs),D,DK,1860s,English,enk,,
BMC-DS-0002,DS8 .W85 (vol. 2),"Travels and adventures of the Rev. Joseph Wolff ... : late missionary to the Jews and Muhammadans in Persia, Bakhara, Cashmere, etc.",31796001253125,,,,,,1860-61.,"Wolff, Joseph, 1795-1862.",No,Canaday Library,Stacks (Monographs),D,DS,1860s,English,enk,,
BMC-DS-0030,DS112 .P62,Customs and traditions of Palestine illustrating the manners of the ancient Hebrews /,31796100835400,,,,,,1864.,"Pierotti, Ermete, 1821-",No,Canaday Library,Stacks (Monographs),D,DS,1860s,English,enk,,
BMC-PR-0030,PR1119 .A2 v.32a,"Early English meals and manners: John Russell's Boke of nurture, Wynkyn de Worde's Boke of keruynge, The boke of curtasye, R. Weste's Booke of demeanor, Seager's Schoole of vertue, The babees book, Aristole's A B C, Urbanitatis, Stans puer ad mensam, The lytylle childrenes lytil boke, For to serve a lord, Old Symon, The birched school-boy, &c. &c., with some forewords on education in early England.",3.17961E+13,,,,,,1868. <Reprinted 1931>,"Furnivall, Frederick James, 1825-1910 ed.",No,Canaday Library,Stacks (Monographs),P,PR,1860s,English,enk,,
BMC-PR-0073,PR1901 .A3 Ser.1 v.19,The Hengwrt ms of Chaucer's Canterbury tales.,3.1796E+13,Wrong bar code ,B_Images/BMC-PR-0073.Image_barcode.181330.jpg,,,,1868-1879.,"Chaucer, Geoffrey, -1400.",No,Canaday Library,Stacks (Monographs),P,PR,1860s,English,enk,,
BMC-PR-0077,PR1901 .A3 Ser.1 v.8,"A six-text print of Chaucer's Canterbury tales : in parallel columns from the following mss: 1. The Ellesmere. 2. The Hengwrt 154. 3. The Cambridge University libr. Gg. 4.27. 4. The Corpus Christi coll., Oxford. 5. The Petworth. 6. The Lansdowne 851 /",3.1796E+13,,,,,,1869-77.,"Chaucer, Geoffrey, -1400.",No,Canaday Library,Stacks (Monographs),P,PR,1860s,English,enk,,
BMC-PR-0078,PR1901 .A3 Ser.2 v.1,"On early English pronunciation : with special reference to Shakspere and Chaucer, containing an investigation of the correspondence of writing with speech in England from the Anglosaxon period to the present day, preceded by a systematic notation of all spoken sounds by means of the ordinary printing types /",3.1796E+13,,,,,,1869-89.,"Ellis, Alexander John, 1814-1890.",No,Canaday Library,Stacks (Monographs),P,PR,1860s,English,enk,,
BMC-PR-0089,PR2242 .D2 1869 (vol. 2),Works in verse & prose (including hitherto unpublished MSS) of Sir John Davies /,3.1796E+13,,,,,,1869-76.,"Davies, John, Sir, 1569-1626.",No,Canaday Library,Stacks (Monographs),P,PR,1860s,English,enk,,
BMC-PR-0182,PR3403 .A1 1866,Robinson Crusoe /,3.17961E+13,,,,,,1868,"De Foe, Daniel.",No,Canaday Library,Stacks (Monographs),P,PR,1860s,English,enk,,
BMC-DA-0025,DA25 .B5 v.21 (vol. pt. 8),Giraldi Cambrensis opera /,31796004352494,,,,,,1861-91.,"Giraldus, Cambrensis, 1146?-1223?",No,Canaday Library,Stacks (Monographs),D,DA,1860s,Latin,enk,,
BMC-DA-0026,DA25 .B5 v.21 (vol. pt. 1),Giraldi Cambrensis opera /,31796004352429,,,,,,1861-91.,"Giraldus, Cambrensis, 1146?-1223?",No,Canaday Library,Stacks (Monographs),D,DA,1860s,Latin,enk,,
BMC-DA-0027,DA25 .B5 v.21 (vol. pt. 4),Giraldi Cambrensis opera /,31796004352452,,,,,,1861-91.,"Giraldus, Cambrensis, 1146?-1223?",No,Canaday Library,Stacks (Monographs),D,DA,1860s,Latin,enk,,
BMC-DA-0029,DA25 .B5 v.30 (vol. pt. 2),Speculum historiale de gestis regum Angli_ae_ /,31796004352742,,,,,,1863-69.,"Richard, of Cirencester, d. 1401?",No,Canaday Library,Stacks (Monographs),D,DA,1860s,Latin,enk,,
BMC-DA-0033,DA25 .B5 v.44 (vol. pt. 2),"Historia Anglorum, sive, ut vulgo dicitur, Historia minor. Item, ejusdem Abbreviatio chronicorum Angliæ /",31796004349706,,,,,,1866-69.,"Paris, Matthew, 1200-1259.",No,Canaday Library,Stacks (Monographs),D,DA,1860s,Latin,enk,,
BMC-DA-0035,DA25 .B5 v.49 (vol. pt. 2),Gesta regis Henrici Secundi Benedicti abbatis : The chronicle of the reigns of Henry II. and Richard I. A.D. 1169-1192; known commonly under the name of Benedict of Peterborough /,31796004349755,,,,,,1867.,,No,Canaday Library,Stacks (Monographs),D,DA,1860s,Latin,enk,,
BMC-DC-0046,DC112 .M93 (vol. 2),"Mémoires de Madame de Mornay; édition revue sur les manuscrits, publiée avec les variantes et accompagnée de lettres inédites de m' et de mme Du Plessis Mornay et de leurs enfants;",31796001142989,,,,,,1868-69.,"Mornay, Charlotte Arbaleste de, d. 1606.",No,Canaday Library,Stacks (Monographs),D,DC,1860s,French,fr ,,
BMC-DC-0062,DC131.A2 B6 v.16,Mémoires du maréchal duc de Richelieu /,31796005237264,,,,,,1869-89.,"Richelieu, Louis François Armand Du Plessis, duc de, 1696-1788.",No,Canaday Library,Stacks (Monographs),D,DC,1860s,French,fr ,,
BMC-DC-0113,DC801.C515 A3,Archives royales de Chenonceau: Lettres et devis de Philibert de l'Orme et autres pièces relatives à la construction du château de Chenonceau /,31796100321658,,,,,,1864.,"Chenonceaux, Château de.",No,Carpenter Library,Stacks,D,DC,1860s,French,fr ,,
BMC-BR-0019,BR60 .M35 v.108,"... Opera omnia : juxta editionem Georgii Colvenerii anno 1617 coloniae agrippinae datam, mendis quibus scatebat innumeris cura qua par erat expurgatam, novissime ad prelum revocata, et novo ordine, chronologico scilicet, digesta .",3.1796E+13,,,,,,1864-78.,"Hrabanus Maurus, abp.",No,Carpenter Library,Stacks,B,BR,1860s,Latin,fr ,,
BMC-BR-0031,BR60 .M35 v.65,"... S. Fulgentii episcopi ruspensis, Felicis IV et Bonifacii II summorum pontificum, ss. Eleutherii et Remigii tornacensis remensisque episcoporum, Prosperi ex manichæo conversi, Montani episcopi toletani, opera omnia, ex memoratissimis editionibus Mangeantii, Mansi, Gallandii, Margarini de La Bigne, Francisci de Lorenzana diligenter expressa;",3.1796E+13,,,,,,1861,,No,Carpenter Library,Stacks,B,BR,1860s,Latin,fr ,,
BMC-DD-0044,DD205.A2 J3 1866,Biographische Aufsätze /,31796102724420,,,,,,1866.,"Jahn, Otto, 1813-1869.",No,Canaday Library,Stacks (Monographs),D,DD,1860s,German,gw ,,
BMC-DJ-0004,DJ114 .M9 (vol. 3),"De Nederlandsche geschiedenïs in platen : Beredeneerde beschrijving van Nederlandsche historieplaten, zinneprenten en historische kaarten /",31796002320758,,,,,,1863-82.,"Muller, Frederik, 1817-1881.",No,Canaday Library,Stacks (Monographs),D,DJ,1860s,Dutch,ne ,,
BMC-DJ-0006,DJ173.H6 T4,Jacob Hop : gezant der Vereenigde Nederlanden /,31796101084024,,,,,,1861.,"Tex, Nicolaas Jacobus den.",No,Canaday Library,Stacks (Monographs),D,DJ,1860s,German,ne ,,
BMC-PS-0059,PS2393.M6 C4 1866,"Christine: a troubadour's song, and other poems /",3.17961E+13,,,,,,1866,"Miles, George H. 1824-1871. (George Henry),",No,Canaday Library,Stacks (Monographs),P,PS,1860s,NA,nyu,,
BMC-BS-0004,BS186 .W5,"An inquiry into the history of the originals of King James's Bible : when were they written, where were they written, who wrote them, and how they have been preserved, and handed down?",3.17961E+13,,,,,,1868,"White, Oliver.",No,Canaday Library,Stacks (Monographs),B,BS,1860s,English,nyu,,
BMC-DP-0012,DP66 .L17 (vol. 23),"Historia general de España,",31796001064506,,,,,,1869.,"Lafuente, Modesto, 1806-1866.",No,Canaday Library,Stacks (Monographs),D,DP,1860s,Spanish,sp ,,
BMC-DP-0013,DP66 .L17 (vol. 8),"Historia general de España,",31796001064308,,,,,,1869.,"Lafuente, Modesto, 1806-1866.",No,Canaday Library,Stacks (Monographs),D,DP,1860s,Spanish,sp ,,
BMC-DP-0014,DP66 .L17 (vol. 2),"Historia general de España,",31796001064290,,,,,,1869.,"Lafuente, Modesto, 1806-1866.",No,Canaday Library,Stacks (Monographs),D,DP,1860s,Spanish,sp ,,
BMC-E-0016,E123 .C69 (vol. 41),"Colección de documentos inéditos, relativos al descubrimiento, conquista y organización de las antiguas posesiones españolas de América y Oceanía, sacados de los archivos del reino, y muy especialmente del de Indias.",3.1796E+13,,,,,,1864-84.,,No,Canaday Library,Stacks (Monographs),E,E,1860s,Spanish,sp ,,
BMC-E-0017,E123 .C69 (vol. 25),"Colección de documentos inéditos, relativos al descubrimiento, conquista y organización de las antiguas posesiones españolas de América y Oceanía, sacados de los archivos del reino, y muy especialmente del de Indias.",3.1796E+13,,,,,,1864-84.,,No,Canaday Library,Stacks (Monographs),E,E,1860s,Spanish,sp ,,
BMC-BR-0011,BR60 .A4 v.14,"The writings of Methodius, Alexander of Lycopolis, Peter of Alexandria, and several fragments.",3.1796E+13,,,,,,1869,"Methodius, of Olympus, Saint, -311.",No,Carpenter Library,Stacks,B,BR,1860s,English,stk,,
BMC-BS-0005,BS195 Y68 1863,"The Holy Bible : containing the Old and New Covenants, literally and idiomatically translated out of the original languages /",3.1796E+13,,,,,,1863,,No,Canaday Library,Stacks (Monographs),B,BS,1860s,English,stk,,
BMC-PR-0029,PR1109 .H44 1869,"British classical authors: select specimens of the national literature of England, with biographical and critical sketches : poetry and prose /",3.17961E+13,,,,,,1869,"Herrig, Ludwig, 1816-1889.",No,Canaday Library,Stacks (Monographs),P,PR,1860s,English,xx ,,
BMC-DC-0048,DC120.A2 L9 1875,"Documents inédits pour servir à l'histoire de la Réforme et de la Ligue: Materiaux pour ""l'histoire de la réaction féodale en France au 16 et 17 s."", t. 2. /",31796100735014,,B_Images/BMC-DC-0048.Image_barcode.180740.jpg,B_Images/BMC-DC-0048.Image_1.180733.jpg,,,1875.,"Luchitskï_, Ivan Vasil'evich, 1845-1918.",Yes,Canaday Library,Stacks (Monographs),D,DC,1870s,French,NA,,
BMC-PR-0209,PR3551 .M36 1874 (vol. 1),Poetical works of John Milton /,3.1796E+13,,B_Images/BMC-PR-0209.Image_barcode.201514.jpg,B_Images/BMC-PR-0209.Image_1.201513.jpg,B_Images/BMC-PR-0209.Image_2.201513.jpg,B_Images/BMC-PR-0209.Image_3.201516.jpg,1874,"Milton, John, 1608-1674.",Yes,Canaday Library,Stacks (Monographs),P,PR,1870s,NA,enk,,
BMC-DC-0103,DC611.C812 L4,Journal of a landscape painter in Corsica /,31796005120502,,B_Images/BMC-DC-0103.Image_barcode.184049.jpg,B_Images/BMC-DC-0103.Image_1.184030.jpg,,,1870.,"Lear, Edward, 1812-1888.",Yes,Carpenter Library,Stacks,D,DC,1870s,English,enk,,
BMC-DF-0020,DF235 .D78 (vol. 2),Geschichte des hellenismus /,31796002212351,,B_Images/BMC-DF-0020.Image_barcode.224209.jpg,B_Images/BMC-DF-0020.Image_1.224445.jpg,B_Images/BMC-DF-0020.Image_2.224230.jpg,B_Images/BMC-DF-0020.Image_3.224428.jpg,1877-78.,"Droysen, Johann Gustav, 1808-1884.",Yes,Carpenter Library,Stacks,D,DF,1870s,German,ge ,,
BMC-DG-0015,DG77 .M35 (vol. 3 pt. 1),Handbuch der römischen alterthümer : von Joachim Mauquardt und Theodor Mommsen,31796002221659,,B_Images/BMC-DG-0015.Image_barcode.174451.jpg,B_Images/BMC-DG-0015.Image_1.174201.jpg,B_Images/BMC-DG-0015.Image_2.174439.jpg,,1871-88.,"Marquardt, Joachim, 1812-1882.",Yes,Carpenter Library,"Stacks (checks out only to faculty, staff, and Carpenter carrels)",D,DG,1870s,German,ge ,,
BMC-PS-0032,PS1850 .E76 (vol. 23),[Works],3.1796E+13,,B_Images/BMC-PS-0032.Image_barcode.213229.jpg,B_Images/BMC-PS-0032.Image_1.213220.jpg,,,1876-1886 [c1851-1882],"Hawthorne, Nathaniel, 1804-1864.",Yes,Canaday Library,Stacks (Monographs),P,PS,1870s,English,mau,,
BMC-BS-0060,BS2665.3 .P6 1870,"Commentary on Paul's Epistle to the Romans : with an introduction on the life, times, writings and character of Paul /",3.1796E+13,,B_Images/BMC-BS-0060.Image_barcode.154014.jpg,B_Images/BMC-BS-0060.Image_1.153407.jpg,B_Images/BMC-BS-0060.Image_2.154002.jpg,,1870,"Plumer, William S. 1802-1880. (William Swan),",Yes,Canaday Library,Stacks (Monographs),B,BS,1870s,English,nyu,,
BMC-BT-0010,BT205 .H6 1874 (vol. 1),Christ the Spirit : being an attempt to state the primitive view of Christianity /,3.1796E+13,,,B_Images/BMC-BT-0010.Image_1.172208.jpg,B_Images/BMC-BT-0010.Image_2.172218.jpg,,1874,"Hitchcock, Ethan Allen, 1798-1870.",Yes,Canaday Library,Stacks (Monographs),B,BT,1870s,English,nyu,,
BMC-DS-0098,DS709 .M48,The foreigner in far Cathay.,31796101894653,,B_Images/BMC-DS-0098.Image_barcode.204123.jpg,B_Images/BMC-DS-0098.Image_1.204123.jpg,,,1873.,"Medhurst, Walter Henry, Sir, 1822-1885.",Yes,Canaday Library,Stacks (Monographs),D,DS,1870s,English,nyu,,
BMC-PR-0141,PR2817.A2 R6,Shakespeare's history of King Henry the Eighth /,3.17961E+13,,B_Images/BMC-PR-0141.Image_barcode.182453.jpg,B_Images/BMC-PR-0141.Image_1.182330.jpg,B_Images/BMC-PR-0141.Image_2.182338.jpg,B_Images/BMC-PR-0141.Image_3.182446.jpg,1872,"Shakespeare, William, 1564-1616.",Yes,Canaday Library,Stacks (Monographs),P,PR,1870s,English,nyu,,
BMC-PS-0028,PS1719.F6 M9 1872,My roses : the romance of a June day /,3.1796E+13,,B_Images/BMC-PS-0028.Image_barcode.211834.jpg,B_Images/BMC-PS-0028.Image_1.211824.jpg,,,1872,"French, L. Virginia 1825-1881. (Lucy Virginia),",Yes,Canaday Library,Stacks (Monographs),P,PS,1870s,English,pau,,
BMC-BR-0036,BR65.A5 E5 (vol. 14),The works of Aurelius Augustine ... : A new translation /,3.1796E+13,Mixed old and new intervention (red pen) ,B_Images/BMC-BR-0036.Image_barcode.181718.jpg,B_Images/BMC-BR-0036.Image_1.181726.jpg,,,1872-[1934],"Augustine, of Hippo, Saint, 354-430.",Yes,Carpenter Library,Stacks,B,BR,1870s,English,stk,,
BMC-BT-0019,BT1350 .A78,The orations of St. Athanasius against the Arians according to the Benedictine text.,3.1796E+13,,,,,,1873,"Athanasius, Saint, Patriarch of Alexandria, -373.",No,Canaday Library,Stacks (Monographs),B,BT,1870s,NA,NA,,
BMC-DD-0056,DD901.E5 G4 (vol. 1969),Jahrbuch der Gesellschaft für Bildende Kunst und Vaterländische Altertümer zu Emden.,31796001226469,,,,,,1872-,,No,Canaday Library,Stacks (Monographs),D,DD,1870s,NA,NA,,
BMC-DD-0057,DD901.E5 G4 (vol. 1955),Jahrbuch der Gesellschaft für Bildende Kunst und Vaterländische Altertümer zu Emden.,31796001226329,,,,,,1872-,,No,Canaday Library,Stacks (Monographs),D,DD,1870s,NA,NA,,
BMC-DD-0058,DD901.E5 G4 (vol. 1980),Jahrbuch der Gesellschaft für Bildende Kunst und Vaterländische Altertümer zu Emden.,31796001226832,,,,,,1872-,,No,Canaday Library,Stacks (Monographs),D,DD,1870s,NA,NA,,
BMC-PR-0032,"PR1119 .E5 v.12,32","England in the reign of King Henry the Eighth ... : [A dialogue between Cardinal Pole and Thomas Lupset, lecturer in rhetoric at Oxford /",3.1796E+13,,,,,,"1878, '71.","Starkey, Thomas, d. 1538.",No,Canaday Library,Stacks (Monographs),P,PR,1870s,NA,NA,,
BMC-PR-0034,PR1119 .E5 v.19,"The myroure of Oure Ladye : containing a devotional treatise on divine service, with a translation of the offices used by the sisters of the Brigittine monastery of Sion, at Isleworth, during the fifteenth and sixteenth centuries. /",3.17961E+13,,,,,,1873,,No,Canaday Library,Stacks (Monographs),P,PR,1870s,NA,NA,,
BMC-DC-0019,DC33.4 .E46 (vol. 1),"Old court life in France,",31796000996930,,,,,,1873.,"Elliot, Frances Minto Dickinson, 1820-1898.",No,Canaday Library,Stacks (Monographs),D,DC,1870s,English,NA,,
BMC-PR-0111,PR2601 .G6 1875 (vol. 6),"The works of Ben Jonson; with notes critical and explanatory, and a biographical memoir,",3.1796E+13,,B_Images/BMC-PR-0111.Image_barcode.175306.jpg,B_Images/BMC-PR-0111.Image_1.175305.jpg,,,1875,"Jonson, Ben, 1573?-1637.",No,Canaday Library,Stacks (Monographs),P,PR,1870s,English,NA,,
BMC-DA-0073,DA30 .L755 1874 (vol. 3),"The history of England: from the first invasion by the Romans to the accession of William and Mary in 1688,",31796001945449,,,,,,1874.,"Lingard, John, 1771-1851.",No,Canaday Library,Stacks (Monographs),D,DA,1870s,English, ie,,
BMC-DS-0032,DS117 .A4,"The Jews, their past, present, and future; being a succinct history of God's ancient people in all ages;",31796100262019,,,,,,1870.,"Alexander, J. of Stockwell Park Road,London.",No,Canaday Library,Stacks (Monographs),D,DS,1870s,NA,enk,,
BMC-DS-0097,DS709 .M32,"The journey of Augustus Raymond Margary : from Shanghae to Bhamo, and back to Manwyne. From his journals and letters, with a brief biographical preface: to which is added a concluding chapter /",31796100895602,,,,,,1876.,"Margary, Augustus Raymond, 1846-1875.",No,Canaday Library,Stacks (Monographs),D,DS,1870s,NA,enk,,
BMC-PR-0054,PR1263 .D7 1874 (vol. 5),A select collection of old English plays.,3.1796E+13,,,,,,1874-76.,"Dodsley, Robert, 1704-1764.",No,Canaday Library,Stacks (Monographs),P,PR,1870s,NA,enk,,
BMC-PR-0055,PR1263 .D7 1874 (vol. 6),A select collection of old English plays.,3.1796E+13,,,,,,1874-76.,"Dodsley, Robert, 1704-1764.",No,Canaday Library,Stacks (Monographs),P,PR,1870s,NA,enk,,
BMC-PR-0056,PR1263 .D7 1874 (vol. 11),A select collection of old English plays.,3.1796E+13,,,,,,1874-76.,"Dodsley, Robert, 1704-1764.",No,Canaday Library,Stacks (Monographs),P,PR,1870s,NA,enk,,
BMC-PR-0057,PR1263 .D7 1874 (vol. 15),A select collection of old English plays.,3.1796E+13,,,,,,1874-76.,"Dodsley, Robert, 1704-1764.",No,Canaday Library,Stacks (Monographs),P,PR,1870s,NA,enk,,
BMC-PR-0106,PR2440 1875 (vol. 3),Works /,3.1796E+13,,,,,,1875-1911.,"Chapman, George, 1559?-1634.",No,Canaday Library,Stacks (Monographs),P,PR,1870s,NA,enk,,
BMC-PR-0210,PR3552 1877,The poetical works of John Milton /,3.1796E+13,,,,,,1877,"Milton, John, 1608-1674.",No,Canaday Library,Stacks (Monographs),P,PR,1870s,NA,enk,,
BMC-BR-0062,BR95 .S65 1877 (vol. 2),"A dictionary of Christian biography, literature, sects and doctrines : being a continuation of ""The dictionary of the Bible"" /",3.1796E+13,,,,,,1877-87.,"Smith, William, Sir, 1813-1893.",No,Canaday Library,Stacks (Monographs),B,BR,1870s,English,enk,,
BMC-BR-0090,BR375 .P53 1870 (vol. 2),"Records of the reformation : the divorce 1527-1533 : Mostly now for the first time printed from mss. in the British museum, the Public record office, the Venetian archives and other libraries /",3.1796E+13,,,,,,1870,,No,Canaday Library,Stacks (Monographs),B,BR,1870s,English,enk,,
BMC-BR-0097,BR749 .T5 1875,"Select monuments of the doctrine and worship of the Catholic church in England before the Norman conquest, consisting of Aelfric's Paschal homily and extracts from his epistles, &c., the Offices of the canonical hours, and three metrical prayers or hymns in Anglo-Saxon and partly in Latin /",3.1796E+13,,,,,,1875,"Thomson, Ebenezer ed.",No,Canaday Library,Stacks (Monographs),B,BR,1870s,English,enk,,
