Index,Call Number,Title,Barcode,Notes,Image_barcode,Image_1,Image_2,Image_3,Year,Author,Interventions,Intervention-mod,Location-Building,Location-Shelf,Class,Subclass,Subclass1,Bookplate,Local interest,pub year,Decade,location code,lang code,Language,pub city,publisher,subjects,title2
BMC-DS-0079,DS504 .J34 (vol. 3),An official guide to eastern Asia; trans-continental connections between Europe and Asia.,3.1796E+13,1914,B_Images/BMC-DS-0079.Image_barcode.194035.jpg,B_Images/BMC-DS-0079.Image_1.194048.jpg,B_Images/BMC-DS-0079.Image_2.194058.jpg,,1913-,Japan. Tetsudōin.,Low interest,Reader marks - low,Canaday Library,Stacks (Monographs),D - World history,DS,DS,,,1913,1910,ja ,eng,English,"Tokyo,","Imperial Japanese Government Railways,",Railroads; East Asia.,An official guide to eastern Asia;trans-continental connections between Europe and Asia.
BMC-DS-0080,DS508 .A3,"The surgeon's log, being impressions of the Far East,",3.17961E+13,,B_Images/BMC-DS-0080.Image_barcode.194205.jpg,B_Images/BMC-DS-0080.Image_1.194205.jpg,,,1911,"Abraham, James Johnston, 1876-1963.",Low interest,Reader marks - low,Canaday Library,Stacks (Monographs),D - World history,DS,DS,,,1911,1910,nyu,eng,English,New York ,"E.P. Dutton,",,"The surgeon's log,being impressions of the Far East,"
BMC-DS-0081,DS511 .N34,"Nationalism, revolution and evolution in South-East Asia. (Read at a colloquium held at the University of Hull during April 1968.",3.17961E+13,,,,,,-1970,,None,None,Canaday Library,Stacks (Monographs),D - World history,DS,DS,,,,,,,,,,,
BMC-DS-0082,DS518.8 .D55,"Americans in eastern Asia : a critical study of the policy of the United States with reference to China, Japan and Korea in the 19th century ",3.1796E+13,Copy 2 ,,,,,1922,"Dennett, Tyler, 1883-1949.",None,None,Canaday Library,Stacks (Monographs),D - World history,DS,DS,,,1922,1920,nyu,eng,English,New York ,"The Macmillan company,",Eastern question (Far East),"Americans in eastern Asia :a critical study of the policy of the United States with reference to China, Japan and Korea in the 19th century /"
BMC-DS-0083,DS518.8 .M6,"America and the Far Eastern question; an examination of modern phases of the Far Eastern question, including the new activities and policy of Japan, the situation of China, and the relation of the United States of America to the problems involved,",3.17961E+13,,B_Images/BMC-DS-0083.Image_barcode.194633.jpg,B_Images/BMC-DS-0083.Image_1.194738.jpg,,,1909,"Millard, Thomas Franklin Fairfax, 1868-1942.",Low interest,Reader marks - low,Canaday Library,Stacks (Monographs),D - World history,DS,DS,,,1909,1900,   ,eng,English,New York ,"Moffat, Yard,",Eastern question (Far East),"America and the Far Eastern question;an examination of modern phases of the Far Eastern question, including the new activities and policy of Japan, the situation of China, and the relation of the United States of America to the problems involved,"
BMC-DS-0084,DS518 .M4,"Democracy and the Eastern question: the problem of the Far East as demonstrated by the great war, and its relation to the United States of America ",3.17961E+13,,,,,,1919,"Millard, Thomas Franklin Fairfax, 1868-1942.",None,None,Canaday Library,Stacks (Monographs),D - World history,DS,DS,,,1919,1910,nyu,eng,English,New York ,"TheCentury co,","Eastern question (Far East)| World War, 1914-1918; Japan.| World War, 1914-1918; China.","Democracy and the Eastern question:the problem of the Far East as demonstrated by the great war, and its relation to the United States of America /"
BMC-DS-0085,DS548 .D92,Le Tonkin de 1872 à 1886 : histoire et politique.,3.17961E+13,,,,,,1910,"Dúpuis, Jean, 1829-1912.",None,None,Canaday Library,Stacks (Monographs),D - World history,DS,DS,,,1910,1910,fr ,fre,French,Paris ,"A. Challamel,",,Le Tonkin de 1872 à 1886 :histoire et politique.
BMC-DS-0086,DS557.A5 D4,"La frontière sino-annamite; description géographique et ethnographique d'après des documents officiels chinois,",3.17961E+13,,,,,,1886,"Devéria, Gabriel, 1844-1899.",None,None,Canaday Library,Stacks (Monographs),D - World history,DS,DS,,,1886,1880,fr ,fre,French,Paris ,"E. Leroux,",Ethnology; Vietnam.,"La frontière sino-annamite;description géographique et ethnographique d'après des documents officiels chinois,"
BMC-DS-0087,DS560 .R3 f,"Pages laotiennes, le haut-Laos, le moyen-Laos, le bas-Laos.",3.17961E+13,,,,,,1902,"Raquez, A.",,,Canaday Library,Folio (Floor B),D - World history,DS,DS,,,1902,1900,   ,fre,French,"Hanoi,","F. H. Schneider,",,"Pages laotiennes,le haut-Laos, le moyen-Laos, le bas-Laos."
BMC-DS-0088,DS621 .G6,"A short guide to the ruined temples in the Prambanan plain, the Diëng plateau, and Gedong Sanga ... ",3.17961E+13,,,,,,1922,"Goor, M. E. Lulius van comp.",None,None,Carpenter Library,Stacks,D - World history,DS,DS,,,1922,1920,ne ,eng,English,Weltevreden ,"Landsdrukkerij,",Temples; Indonesia.,"A short guide to the ruined temples in the Prambanan plain, the Diëng plateau, and Gedong Sanga ... /"
BMC-DS-0089,DS653 .B63 (vol. 43),"The Philippine Islands, 1493-1803: explorations by early navigators, descriptions of the islands and their peoples, their history and records of the Catholic missions, as related in contemporaneous books and manuscripts, showing the political, economic, commercial and religious conditions of those islands from their earliest relations with European nations to the beginning of the nineteenth century ",3.1796E+13,,,,,,1903-09.,"Blair, Emma Helen ed.",None,None,Canaday Library,Stacks (Monographs),D - World history,DS,DS,,,1903,1900,ohu,eng,English,"Cleveland, O. ","The A. H. Clark company,",Missions; Philippines.| Demarcation line of Alexander VI.,"The Philippine Islands, 1493-1803:explorations by early navigators, descriptions of the islands and their peoples, their history and records of the Catholic missions, as related in contemporaneous books and manuscripts, showing the political, economic, commercial and religious conditions of those islands from their earliest relations with European nations to the beginning of the nineteenth century /"
BMC-DS-0090,DS653 .B63 (vol. 8),"The Philippine Islands, 1493-1803: explorations by early navigators, descriptions of the islands and their peoples, their history and records of the Catholic missions, as related in contemporaneous books and manuscripts, showing the political, economic, commercial and religious conditions of those islands from their earliest relations with European nations to the beginning of the nineteenth century ",3.1796E+13,,,,,,1903-09.,"Blair, Emma Helen ed.",None,None,Canaday Library,Stacks (Monographs),D - World history,DS,DS,,,1903,1900,ohu,eng,English,"Cleveland, O. ","The A. H. Clark company,",Missions; Philippines.| Demarcation line of Alexander VI.,"The Philippine Islands, 1493-1803:explorations by early navigators, descriptions of the islands and their peoples, their history and records of the Catholic missions, as related in contemporaneous books and manuscripts, showing the political, economic, commercial and religious conditions of those islands from their earliest relations with European nations to the beginning of the nineteenth century /"
BMC-DS-0091,DS653 .B63 (vol. 40),"The Philippine Islands, 1493-1803: explorations by early navigators, descriptions of the islands and their peoples, their history and records of the Catholic missions, as related in contemporaneous books and manuscripts, showing the political, economic, commercial and religious conditions of those islands from their earliest relations with European nations to the beginning of the nineteenth century ",3.1796E+13,,,,,,1903-09.,"Blair, Emma Helen ed.",None,None,Canaday Library,Stacks (Monographs),D - World history,DS,DS,,,1903,1900,ohu,eng,English,"Cleveland, O. ","The A. H. Clark company,",Missions; Philippines.| Demarcation line of Alexander VI.,"The Philippine Islands, 1493-1803:explorations by early navigators, descriptions of the islands and their peoples, their history and records of the Catholic missions, as related in contemporaneous books and manuscripts, showing the political, economic, commercial and religious conditions of those islands from their earliest relations with European nations to the beginning of the nineteenth century /"
BMC-DS-0092,DS653 .B63 (vol. 32),"The Philippine Islands, 1493-1803: explorations by early navigators, descriptions of the islands and their peoples, their history and records of the Catholic missions, as related in contemporaneous books and manuscripts, showing the political, economic, commercial and religious conditions of those islands from their earliest relations with European nations to the beginning of the nineteenth century ",3.1796E+13,,,,,,1903-09.,"Blair, Emma Helen ed.",None,None,Canaday Library,Stacks (Monographs),D - World history,DS,DS,,,1903,1900,ohu,eng,English,"Cleveland, O. ","The A. H. Clark company,",Missions; Philippines.| Demarcation line of Alexander VI.,"The Philippine Islands, 1493-1803:explorations by early navigators, descriptions of the islands and their peoples, their history and records of the Catholic missions, as related in contemporaneous books and manuscripts, showing the political, economic, commercial and religious conditions of those islands from their earliest relations with European nations to the beginning of the nineteenth century /"
BMC-DS-0093,DS653 .B63 (vol. 18),"The Philippine Islands, 1493-1803: explorations by early navigators, descriptions of the islands and their peoples, their history and records of the Catholic missions, as related in contemporaneous books and manuscripts, showing the political, economic, commercial and religious conditions of those islands from their earliest relations with European nations to the beginning of the nineteenth century ",3.1796E+13,,,,,,1903-09.,"Blair, Emma Helen ed.",None,None,Canaday Library,Stacks (Monographs),D - World history,DS,DS,,,1903,1900,ohu,eng,English,"Cleveland, O. ","The A. H. Clark company,",Missions; Philippines.| Demarcation line of Alexander VI.,"The Philippine Islands, 1493-1803:explorations by early navigators, descriptions of the islands and their peoples, their history and records of the Catholic missions, as related in contemporaneous books and manuscripts, showing the political, economic, commercial and religious conditions of those islands from their earliest relations with European nations to the beginning of the nineteenth century /"
BMC-DS-0094,DS653 .B63 (vol. 19),"The Philippine Islands, 1493-1803: explorations by early navigators, descriptions of the islands and their peoples, their history and records of the Catholic missions, as related in contemporaneous books and manuscripts, showing the political, economic, commercial and religious conditions of those islands from their earliest relations with European nations to the beginning of the nineteenth century ",3.1796E+13,,,,,,1903-09.,"Blair, Emma Helen ed.",None,None,Canaday Library,Stacks (Monographs),D - World history,DS,DS,,,1903,1900,ohu,eng,English,"Cleveland, O. ","The A. H. Clark company,",Missions; Philippines.| Demarcation line of Alexander VI.,"The Philippine Islands, 1493-1803:explorations by early navigators, descriptions of the islands and their peoples, their history and records of the Catholic missions, as related in contemporaneous books and manuscripts, showing the political, economic, commercial and religious conditions of those islands from their earliest relations with European nations to the beginning of the nineteenth century /"
BMC-DS-0095,DS709 .H85 1900 (vol. 1),"Travels in Tartary, Thibet and China, during the years 1844-5-6,",3.1796E+13,,B_Images/BMC-DS-0095.Image_barcode.201021.jpg,B_Images/BMC-DS-0095.Image_1.201021.jpg,,,1900,"Huc, Evariste Régis, 1813-1860.",Low interest,Reader marks - low,Canaday Library,Stacks (Monographs),D - World history,DS,DS,,TRUE,1900,1900,   ,eng,English,Chicago ,"Open court,",,"Travels in Tartary, Thibet and China,during the years 1844-5-6,"
BMC-DS-0096,DS709 .L29 1894 (vol. 2),"Chinese Central Asia; a ride to Little Tibet,",3.1796E+13,,,,,,1894,"Lansdell, Henry, 1841-1919.",None,None,Canaday Library,Stacks (Monographs),D - World history,DS,DS,,,1894,1890,xx ,eng,English,New York ,"Scribner,",,"Chinese Central Asia;a ride to Little Tibet,"
BMC-DS-0097,DS709 .M32,"The journey of Augustus Raymond Margary : from Shanghae to Bhamo, and back to Manwyne. From his journals and letters, with a brief biographical preface: to which is added a concluding chapter ",3.17961E+13,,,,,,1876,"Margary, Augustus Raymond, 1846-1875.",None,None,Canaday Library,Stacks (Monographs),D - World history,DS,DS,,,1876,1870,enk,   ,,London ,"Macmillan and co.,",,"The journey of Augustus Raymond Margary :from Shanghae to Bhamo, and back to Manwyne. From his journals and letters, with a brief biographical preface: to which is added a concluding chapter /"
BMC-DS-0098,DS709 .M48,The foreigner in far Cathay.,3.17961E+13,,B_Images/BMC-DS-0098.Image_barcode.204123.jpg,B_Images/BMC-DS-0098.Image_1.204123.jpg,,,1873,"Medhurst, Walter Henry, Sir, 1822-1885.",Low interest,Reader marks - low,Canaday Library,Stacks (Monographs),D - World history,DS,DS,,,1873,1870,nyu,eng,English,New York ,"Scribner, Armstrong,",,The foreigner in far Cathay.
BMC-DS-0099,DS710 .H8 (vol. 1),"On the trail of the opium poppy; a narrative of travel in the chief opium-producing provinces of China,",3.1796E+13,,,,,,1914,"Hosie, Alexander, Sir, 1853-1925.",None,None,Canaday Library,Stacks (Monographs),D - World history,DS,DS,,,1914,1910,   ,eng,English,London ,"G. Philip & son,",Opium.,"On the trail of the opium poppy;a narrative of travel in the chief opium-producing provinces of China,"
BMC-DS-0100,DS710 .K5 1909,"The face of China; travels in east, north, central and western China;",3.17961E+13,,B_Images/BMC-DS-0100.Image_barcode.204335.jpg,B_Images/BMC-DS-0100.Image_1.204241.jpg,,,1909,"Kemp, Emily Georgiana, 1860-",Low interest,Reader marks - low,Canaday Library,Stacks (Monographs),D - World history,DS,DS,,,1909,1900,nyu,eng,English,New York ,"Duffield,",,"The face of China;travels in east, north, central and western China;"
BMC-DS-0101,DS721 .D68 (vol. 1),"Social life of the Chinese : with some account of the religious, governmental, educational, and business customs and opinions : with special but not exclusive reference to Fuchchau ",3.1796E+13,,B_Images/BMC-DS-0101.Image_barcode.204540.jpg,B_Images/BMC-DS-0101.Image_1.204451.jpg,,,1865,"Doolittle, Justus.",Low interest,Reader marks - low,Canaday Library,Stacks (Monographs),D - World history,DS,DS,,,1865,1860,   ,eng,English,New York ,"Harper & brothers,",,"Social life of the Chinese :with some account of the religious, governmental, educational, and business customs and opinions : with special but not exclusive reference to Fuchchau /"
BMC-DS-0102,DS733 .B23 1900,Things Chinese : being notes on various subjects connected with China ,3.17961E+13,,,,,,1900,"Ball, J. Dyer 1847-1919. (James Dyer),",None,None,Canaday Library,Stacks (Monographs),D - World history,DS,DS,,,1900,1900,enk,eng,English,London etc. ,"S. Low, Marston, and co., ltd. [etc.],",,Things Chinese :being notes on various subjects connected with China /
BMC-DS-0103,DS740.63 .H33,"""These from the land of Sinim."" Essays on the Chinese question ",3.17961E+13,,,,,,1901,"Hart, Robert, 1835-1911.",None,None,Canaday Library,Stacks (Monographs),D - World history,DS,DS,,,1901,1900,enk,eng,English,London ,"Chapman & Hall, ltd.,",Eastern question (Far East),"""These from the land of Sinim.""Essays on the Chinese question /"
BMC-DS-0104,DS745 .H5 1911,The ancient history of China to the end of the Chóu dynasty ,3.17961E+13,,B_Images/BMC-DS-0104.Image_barcode.205837.jpg,B_Images/BMC-DS-0104.Image_1.205837.jpg,,,1911 [c1908],"Hirth, Friedrich, 1845-1927.",Low interest,Reader marks - low,Canaday Library,Stacks (Monographs),D - World history,DS,DS,,,1911,1910,nyu,eng,English,New York ,"The Columbia university press,",,The ancient history of China to the end of the Chóu dynasty /
BMC-DS-0105,DS785 .D28,"In Tibet and Chinese Turkestan; being the record of three years' exploration,",3.17961E+13,,,,,,1901,"Deasy, Henry Hugh Peter.",None,None,Canaday Library,Stacks (Monographs),D - World history,DS,DS,,,1901,1900,   ,eng,English,New York ,"Longmans, Green,",,"In Tibet and Chinese Turkestan;being the record of three years' exploration,"
BMC-DS-0106,DS785 .H52 (vol. 1),"Trans-Himalaya; discoveries and adventures in Tibet,",3.1796E+13,,,,,,1909-1913.,"Hedin, Sven Anders, 1865-1952.",None,None,Canaday Library,Stacks (Monographs),D - World history,DS,DS,,,1909,1900,enk,eng,English,London ,"Macmillan and co., limited",,"Trans-Himalaya;discoveries and adventures in Tibet,"
BMC-DS-0107,DS793.E2 S88 f (vol. 3),Serindia: detailed report of explorations in Central Asia and Westernmost China carried out and described under the orders of H. M. Indian Government ,3.1796E+13,,,,,,1921-22.,"Stein, Aurel, Sir, 1862-1943.",,,Carpenter Library,Folio,D - World history,DS,DS,,,1921,1920,enk,eng,English,Oxford ,"At the Clarendon Press,",Excavations (Archaeology); Xinjiang Sheng (China),Serindia:detailed report of explorations in Central Asia and Westernmost China carried out and described under the orders of H. M. Indian Government /
BMC-DS-0108,DS793.E2 S88 f (vol. 4),Serindia: detailed report of explorations in Central Asia and Westernmost China carried out and described under the orders of H. M. Indian Government ,3.1796E+13,,,,,,1921-22.,"Stein, Aurel, Sir, 1862-1943.",,,Carpenter Library,Folio,D - World history,DS,DS,,,1921,1920,enk,eng,English,Oxford ,"At the Clarendon Press,",Excavations (Archaeology); Xinjiang Sheng (China),Serindia:detailed report of explorations in Central Asia and Westernmost China carried out and described under the orders of H. M. Indian Government /
BMC-DS-0109,DS793.K2 P4 (vol. 4),Les grottes de Touen-houang: peintures & sculptures bouddhiques des époques des Wei ,3.1796E+13,,,,,,1914-1924.,"Pelliot, Paul, 1878-1945.",Not on shelf,,Carpenter Library,Stacks,D - World history,DS,DS,,,1914,1910,fr ,fre,French,Paris ,,Cave temples.| Buddhist art.| Art; China.,Les grottes de Touen-houang:peintures & sculptures bouddhiques des époques des Wei /
BMC-DS-0110,DS809 .H44,Kokoro : hints and echoes of Japanese inner life ,3.17961E+13,,,,,,1896,"Hearn, Lafcadio, 1850-1904.",None,None,Canaday Library,Stacks (Monographs),D - World history,DS,DS,,,1896,1890,mau,eng,English,"Boston,","Houghton, Mifflin,",Folklore; Japan.| Civilization.; fast; (OCoLC)fst00862898.| Folklore.; fast; (OCoLC)fst00930306.,Kokoro :hints and echoes of Japanese inner life /
